Name SMILES logPalk ClogPalk logPcorr MSA/Ang**2 solvent ref
TrainData_399 Cc1cccc(c1)O 0.30 -0.240 4.501 134.422 hxd perkin2.1990.291
TrainData_400 Cc1cccc(c1C(=O)O)C -0.98 -1.031 6.431 167.925 chx intjmolsci.2005.119
TrainData_401 Cc1cccc(c1C)C 3.68 3.763 1.281 157.452 hxd jpharmsci.1994.1085
TrainData_402 Cc1cccc(c1C)O 0.43 0.264 4.501 149.240 alk jpharmsci.1994.1085
TrainData_402 Cc1cccc(c1C)O 0.51 0.264 4.501 149.240 cyc jpharmsci.1994.1085
TrainData_403 Cc1cccc(c1N)C 1.21 1.005 3.871 152.508 alk jpharmsci.1994.1085
TrainData_403 Cc1cccc(c1N)C 1.35 1.005 3.871 152.508 cyc jpharmsci.1994.1085
TrainData_404 Cc1cccc(c1NC(=O)C)C -1.48 -1.459 7.601 189.739 chx intjmolsci.2005.119
TrainData_405 Cc1cccc(c1O)C 0.82 0.288 4.501 149.949 alk jpharmsci.1994.1085
TrainData_405 Cc1cccc(c1O)C 1.00 0.288 4.501 149.949 cyc jpharmsci.1994.1085
TrainData_406 Cc1cccc(n1)C 0.39 0.737 3.728 140.440 hxd jpharmsci.1994.1085
TrainData_406 Cc1cccc(n1)C 0.64 0.737 3.728 140.440 cyc jpharmsci.1994.1085
TrainData_407 Cc1cccc2c1[nH]cc2 1.35 1.387 3.546 154.200 chx jpharmsci.1997.86.106
TrainData_408 Cc1cccc2c1cccc2 4.05 3.862 1.491 166.560 hxd jpharmsci.1994.1085
TrainData_409 Cc1ccccc1 2.68 2.683 1.281 125.691 hxd jpharmsci.1994.1085
TrainData_409 Cc1ccccc1 2.89 2.683 1.281 125.691 alk perkin2.1992.723
TrainData_409 Cc1ccccc1 2.99 2.683 1.281 125.691 cyc jpharmsci.1994.1085
TrainData_410 Cc1ccccc1C 3.26 3.222 1.281 141.552 alk jpharmsci.1994.1085
TrainData_410 Cc1ccccc1C 3.28 3.222 1.281 141.552 hxd jpharmsci.1994.1085
TrainData_411 Cc1ccccc1C=O 1.86 1.637 2.941 143.744 cyc jpharmsci.1994.1085
TrainData_412 Cc1ccccc1Cl 3.33 3.496 0.905 138.545 hxd jpharmsci.1994.1085
TrainData_413 Cc1ccccc1N 0.36 0.459 3.871 136.442 hxd jpharmsci.1994.1085
TrainData_413 Cc1ccccc1N 0.52 0.459 3.871 136.442 alk jpharmsci.1994.1085
TrainData_413 Cc1ccccc1N 0.61 0.459 3.871 136.442 cyc jpharmsci.1994.1085
TrainData_414 Cc1ccccc1N(=O)=O 2.25 2.159 2.591 148.817 hxd jpharmsci.1994.1085
TrainData_415 Cc1ccccc1NC(=O)C -1.25 -0.950 6.601 175.299 chx intjmolsci.2005.119
TrainData_416 Cc1ccccc1O -0.04 -0.283 4.501 133.167 cyc jpharmsci.1994.1085
TrainData_416 Cc1ccccc1O -0.09 -0.283 4.501 133.167 hxd jpharmsci.1994.1085
TrainData_416 Cc1ccccc1O 0.08 -0.283 4.501 133.167 alk jpharmsci.1994.1085
TrainData_417 Cc1ccccn1 0.03 0.083 3.728 121.210 hxd jpharmsci.1994.1085
TrainData_417 Cc1ccccn1 0.23 0.083 3.728 121.210 cyc jpharmsci.1994.1085
TrainData_418 Cc1cccnc1 0.13 0.058 3.728 120.474 hxd jpharmsci.1994.1085
TrainData_418 Cc1cccnc1 0.27 0.058 3.728 120.474 cyc jpharmsci.1994.1085
TrainData_419 Cc1cccnc1C 0.51 0.627 3.728 137.213 hxd jpharmsci.1994.1085
TrainData_420 Cc1cccs1 2.30 2.362 1.275 116.082 hxd jpharmsci.1994.1085
TrainData_421 Cc1ccnc(c1)C 0.44 0.715 3.728 139.797 hxd jpharmsci.1994.1085
TrainData_421 Cc1ccnc(c1)C 0.67 0.715 3.728 139.797 cyc jpharmsci.1994.1085
TrainData_422 Cc1ccncc1 0.13 0.062 3.728 120.578 hxd jpharmsci.1994.1085
TrainData_422 Cc1ccncc1 0.16 0.062 3.728 120.578 alk jpharmsci.1994.1085
TrainData_422 Cc1ccncc1 0.21 0.062 3.728 120.578 cyc jpharmsci.1994.1085
TrainData_423 Cc1ccncc1C 0.49 0.605 3.728 136.552 hxd jpharmsci.1994.1085
TrainData_424 Cc1cnccn1 -0.79 -0.132 3.775 116.269 hxd jpharmsci.1994.1085
TrainData_425 Cn1c2ccccc2c3c1cccc3 3.73 3.692 2.666 196.112 chx jpharmsci.1997.86.106
TrainData_426 Cn1ccc2c1cccc2 2.46 2.488 2.456 154.508 chx biochem.1992.31.12816
TrainData_426 Cn1ccc2c1cccc2 2.47 2.488 2.456 154.508 chx jpharmsci.1997.86.106
TrainData_427 Cn1ccnc1 -2.16 -2.188 5.493 106.308 cyc jpharmsci.1994.1085
TrainData_428 Cn1cnc2c1cccc2 -0.89 -0.929 5.703 149.527 hxd jmedchem.2008.3720
TrainData_429 c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl 5.73 5.904 0.175 187.902 alk jpharmsci.1994.1085
TrainData_430 c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl 5.11 5.347 0.321 175.802 alk jpharmsci.1994.1085
TrainData_431 c1c(c(cc(c1Cl)Cl)Cl)Cl 4.66 4.800 0.467 164.012 alk jpharmsci.1994.1085
TrainData_431 c1c(c(cc(c1Cl)Cl)Cl)Cl 4.95 4.800 0.467 164.012 hxd jpharmsci.1994.1085
TrainData_432 c1c(cc(c(c1Cl)Cl)Cl)Cl 4.73 4.781 0.467 163.463 hxd jpharmsci.1994.1085
TrainData_433 c1c(cc(cc1Cl)Cl)Cl 4.38 4.211 0.613 150.998 alk jpharmsci.1994.1085
TrainData_433 c1c(cc(cc1Cl)Cl)Cl 4.48 4.211 0.613 150.998 hxd jpharmsci.1994.1085
TrainData_434 c1c[nH]nc1 -2.91 -2.938 5.583 86.903 cyc jpharmsci.1994.1085
TrainData_435 c1cc(c(c(c1)Cl)Cl)Cl 4.02 4.143 0.613 148.972 alk jpharmsci.1994.1085
TrainData_435 c1cc(c(c(c1)Cl)Cl)Cl 4.13 4.143 0.613 148.972 hxd jpharmsci.1994.1085
TrainData_436 c1cc(c(c(c1)Cl)N=C2NCCN2)Cl -0.850 -0.853 7.659 209.278 chx jmedchem.1988.656
TrainData_437 c1cc(c(c(c1Cl)Cl)Cl)Cl 4.55 4.746 0.467 162.426 alk jpharmsci.1994.1085
TrainData_438 c1cc(c(cc1Cl)Cl)Cl 4.14 4.179 0.613 150.051 alk jpharmsci.1994.1085
TrainData_438 c1cc(c(cc1Cl)Cl)Cl 4.43 4.179 0.613 150.051 hxd jpharmsci.1994.1085
TrainData_439 c1cc(cc(c1)Cl)Cl 3.53 3.570 0.759 136.417 alk jpharmsci.1994.1085
TrainData_439 c1cc(cc(c1)Cl)Cl 3.69 3.570 0.759 136.417 hxd jpharmsci.1994.1085
TrainData_440 c1cc(cc(c1)O)O -3.79 -3.797 7.721 124.517 cyc jpharmsci.1994.1085
TrainData_440 c1cc(cc(c1)O)O -4.09 -3.797 7.721 124.517 alk jpharmsci.1994.1085
TrainData_441 c1cc(ccc1Br)Br 3.85 3.855 0.771 145.170 alk jpharmsci.1994.1085
TrainData_442 c1cc(ccc1Cl)Cl 3.48 3.571 0.759 136.460 alk jpharmsci.1994.1085
TrainData_442 c1cc(ccc1Cl)Cl 3.70 3.571 0.759 136.460 hxd jpharmsci.1994.1085
TrainData_443 c1cc(ccc1Cn2ccnn2)Cl -0.27 0.492 5.680 190.637 hxd jmedchem.2008.3720
TrainData_444 c1cc(ccc1N(=O)=O)OCCCS(=O)(=O)N -3.11 -3.428 11.521 247.142 alk perkin2.1992.723
TrainData_445 c1cc(ccc1O)O -4.04 -3.801 7.721 124.380 cyc jpharmsci.1994.1085
TrainData_445 c1cc(ccc1O)O -4.25 -3.801 7.721 124.380 alk jpharmsci.1994.1085
TrainData_446 c1cc2c(cc1Cl)cncn2 0.80 0.752 4.210 155.059 hxd jmedchem.2008.3720
TrainData_447 c1cc2c(cccn2)nc1 -0.49 -0.508 4.986 140.816 hxd jmedchem.2008.3720
TrainData_448 c1cc2cccc3c2c(c1)CC3 4.124 4.042 1.491 171.850 hxd fluidphaseequil.2002.245
TrainData_448 c1cc2cccc3c2c(c1)CC3 4.16 4.042 1.491 171.850 hxd jpharmsci.1994.1085
TrainData_448 c1cc2cccc3c2c(c1)CC3 4.343 4.042 1.491 171.850 chx fluidphaseequil.2002.245
TrainData_449 c1cc2cccnc2c(c1)O 1.80 1.758 3.158 153.712 alk eurjmedchem.1974.473
TrainData_450 c1cc[nH]c1 -0.36 -0.515 3.335 92.051 chx newjchem.2004.28.166
TrainData_451 c1ccc(c(c1)C(=O)O)O -0.5 -0.451 4.951 141.446 chx intjmolsci.2005.119
TrainData_452 c1ccc(c(c1)C=O)O 1.38 1.356 2.861 133.117 chx intjmolsci.2005.119
TrainData_453 c1ccc(c(c1)Cl)Cl 3.31 3.537 0.759 135.455 alk jpharmsci.1994.1085
TrainData_453 c1ccc(c(c1)Cl)Cl 3.52 3.537 0.759 135.455 hxd jpharmsci.1994.1085
TrainData_454 c1ccc(c(c1)N(=O)=O)O 1.4 1.486 3.011 141.370 chx intjmolsci.2005.119
TrainData_454 c1ccc(c(c1)N(=O)=O)O 1.40 1.486 3.011 141.370 alk jpharmsci.1994.1085
TrainData_454 c1ccc(c(c1)N(=O)=O)O 1.45 1.486 3.011 141.370 cyc jpharmsci.1994.1085
TrainData_454 c1ccc(c(c1)N(=O)=O)O 1.52 1.486 3.011 141.370 hxd jpharmsci.1994.1085
TrainData_455 c1ccc(c(c1)O)O -2.66 -2.404 6.321 124.312 cyc jpharmsci.1994.1085
TrainData_455 c1ccc(c(c1)O)O -2.85 -2.404 6.321 124.312 alk jpharmsci.1994.1085
TrainData_456 c1ccc(cc1)Br 2.97 3.007 0.971 126.086 hxd jpharmsci.1994.1085
TrainData_456 c1ccc(cc1)Br 3.1 3.007 0.971 126.086 alk perkin2.1992.723
TrainData_457 c1ccc(cc1)C#N 0.91 0.989 3.011 126.735 hxd jmedchem.2008.3720
TrainData_457 c1ccc(cc1)C#N 0.96 0.989 3.011 126.735 alk perkin2.1992.723
TrainData_457 c1ccc(cc1)C#N 0.99 0.989 3.011 126.735 hxd perkin2.1990.291
TrainData_457 c1ccc(cc1)C#N 1.11 0.989 3.011 126.735 cyc jpharmsci.1994.1085
TrainData_458 c1ccc(cc1)C(=O)N -1.92 -2.108 6.541 139.477 cyc jpharmsci.1994.1085
TrainData_458 c1ccc(cc1)C(=O)N -2.3 -2.108 6.541 139.477 alk perkin2.1992.723
TrainData_459 c1ccc(cc1)C(=O)O -0.84 -0.726 5.031 135.721 alk perkin2.1992.723
TrainData_459 c1ccc(cc1)C(=O)O -0.85 -0.726 5.031 135.721 cyc jpharmsci.1994.1085
TrainData_460 c1ccc(cc1)C(=O)c2ccccc2 3.02 3.354 3.136 199.998 alk perkin2.1992.723
TrainData_460 c1ccc(cc1)C(=O)c2ccccc2 3.29 3.354 3.136 199.998 cyc jpharmsci.1994.1085
TrainData_461 c1ccc(cc1)C=O 1.06 1.090 2.941 127.652 hxd jpharmsci.1994.1085
TrainData_461 c1ccc(cc1)C=O 1.07 1.090 2.941 127.652 alk perkin2.1992.723
TrainData_461 c1ccc(cc1)C=O 1.13 1.090 2.941 127.652 cyc jpharmsci.1994.1085
TrainData_462 c1ccc(cc1)CC(=O)O -1.07 -1.817 6.801 155.699 alk perkin2.1992.723
TrainData_463 c1ccc(cc1)CN -0.12 -0.196 4.611 138.950 cyc jpharmsci.1994.1085
TrainData_463 c1ccc(cc1)CN -0.21 -0.196 4.611 138.950 alk perkin2.1992.723
TrainData_464 c1ccc(cc1)CN2CCCC2=O -0.60 -1.697 8.051 195.987 hxd jmedchem.2008.3720
TrainData_465 c1ccc(cc1)CO -0.43 -1.465 5.761 135.452 hxd jpharmsci.1994.1085
TrainData_465 c1ccc(cc1)CO -0.62 -1.465 5.761 135.452 cyc jpharmsci.1994.1085
TrainData_465 c1ccc(cc1)CO -0.67 -1.465 5.761 135.452 alk perkin2.1992.723
TrainData_466 c1ccc(cc1)Cl 2.84 2.929 0.905 121.858 hxd jpharmsci.1994.1085
TrainData_466 c1ccc(cc1)Cl 2.93 2.929 0.905 121.858 alk perkin2.1992.723
TrainData_466 c1ccc(cc1)Cl 3.13 2.929 0.905 121.858 cyc jpharmsci.1994.1085
TrainData_467 c1ccc(cc1)Cn2ccccc2=O -0.72 -0.665 7.171 200.463 hxd jmedchem.2008.3720
TrainData_468 c1ccc(cc1)Cn2ccnc2 -0.83 -0.014 5.808 179.534 hxd jmedchem.2008.3720
TrainData_469 c1ccc(cc1)F 2.26 2.363 1.151 112.440 hxd perkin2.1990.291
TrainData_469 c1ccc(cc1)F 2.46 2.363 1.151 112.440 alk perkin2.1992.723
TrainData_470 c1ccc(cc1)I 3.22 3.272 0.901 131.821 hxd jpharmsci.1994.1085
TrainData_470 c1ccc(cc1)I 3.33 3.272 0.901 131.821 alk perkin2.1992.723
TrainData_471 c1ccc(cc1)N -0.04 -0.098 3.871 120.064 alk perkin2.1992.723
TrainData_471 c1ccc(cc1)N -0.04 -0.098 3.871 120.064 hxd perkin2.1990.291
TrainData_471 c1ccc(cc1)N 0.05 -0.098 3.871 120.064 cyc jpharmsci.1994.1085
TrainData_472 c1ccc(cc1)N(=O)=O 1.35 1.582 2.591 131.837 hxd jmedchem.2008.3720
TrainData_472 c1ccc(cc1)N(=O)=O 1.44 1.582 2.591 131.837 alk perkin2.1992.723
TrainData_472 c1ccc(cc1)N(=O)=O 1.54 1.582 2.591 131.837 hxd jpharmsci.1994.1085
TrainData_472 c1ccc(cc1)N(=O)=O 1.69 1.582 2.591 131.837 cyc jpharmsci.1994.1085
TrainData_473 c1ccc(cc1)O -0.80 -0.871 4.501 115.872 cyc jpharmsci.1994.1085
TrainData_473 c1ccc(cc1)O -0.87 -0.871 4.501 115.872 alk perkin2.1992.723
TrainData_473 c1ccc(cc1)O -1.08 -0.871 4.501 115.872 hxd jpharmsci.1994.1085
TrainData_474 c1ccc(cc1)P(=O)(c2ccccc2)c3ccccc3 0.25 0.187 8.912 276.723 hxd jmedchem.2008.3720
TrainData_474 c1ccc(cc1)P(=O)(c2ccccc2)c3ccccc3 0.68 0.187 8.912 276.723 alk perkin2.1992.723
TrainData_475 c1ccc(cc1)S 2.25 2.248 1.731 126.120 hxd jpharmsci.1994.1085
TrainData_476 c1ccc(cc1)S(=O)(=O)N -2.28 -2.535 7.471 154.278 cyc jpharmsci.1994.1085
TrainData_476 c1ccc(cc1)S(=O)(=O)N -2.54 -2.535 7.471 154.278 alk jpharmsci.1994.1085
TrainData_477 c1ccc(cc1)S(=O)(=O)N2CCCC2 1.12 1.124 5.491 203.677 hxd jmedchem.2008.3720
TrainData_478 c1ccc(cc1)S(=O)(=O)c2ccccc2 0.75 0.726 6.196 212.715 hxd jmedchem.2008.3720
TrainData_479 c1ccc(cc1)S(=O)CC2CCCCC2 1.23 1.457 6.371 239.331 hxd jmedchem.2008.3720
TrainData_480 c1ccc(cc1)S(=O)c2ccccc2 0.66 0.658 6.016 205.414 hxd jmedchem.2008.3720
TrainData_481 c1ccc(cc1)c2cc(=O)c3ccccc3o2 1.99 2.132 5.241 225.987 hxd jmedchem.2008.3720
TrainData_482 c1ccc(cc1)c2ccc(cc2)Cn3ccc(=O)cc3 -1.76 -1.710 10.847 277.858 hxd jmedchem.2008.3720
TrainData_483 c1ccc(cc1)c2ccc(cc2)N 1.74 2.179 4.186 196.342 alk jpharmsci.1994.1085
TrainData_484 c1ccc(cc1)c2ccc(cc2)O 0.98 1.403 4.816 192.037 cyc jpharmsci.1994.1085
TrainData_485 c1ccc(cc1)c2cccc(c2)N 1.67 2.120 4.186 194.602 alk jpharmsci.1994.1085
TrainData_486 c1ccc(cc1)c2ccccc2 4.05 4.319 1.596 183.107 alk jpharmsci.1994.1085
TrainData_486 c1ccc(cc1)c2ccccc2 4.08 4.319 1.596 183.107 hxd jpharmsci.1994.1085
TrainData_487 c1ccc(cc1)c2ccn(=O)cc2 -2.360 -1.560 7.634 187.741 alk jmedchem.2005.3269
TrainData_488 c1ccc-2c(c1)Cc3c2cccc3 4.40 4.381 1.596 184.908 hxd jpharmsci.1994.1085
TrainData_489 c1ccc2c(c1)C3CCCC3N2 1.50 2.496 3.281 179.012 chx jpharmsci.1997.86.106
TrainData_490 c1ccc2c(c1)CC(=O)OC2 -0.29 -0.246 5.301 157.782 hxd jmedchem.2008.3720
TrainData_491 c1ccc2c(c1)CCC2 3.52 3.422 1.281 147.410 hxd jpharmsci.1994.1085
TrainData_492 c1ccc2c(c1)COC2 1.36 1.101 3.341 139.751 hxd jmedchem.2008.3720
TrainData_493 c1ccc2c(c1)c3ccccc3[nH]2 2.24 2.079 3.756 180.741 chx jpharmsci.1997.86.106
TrainData_494 c1ccc2c(c1)cc[nH]2 0.66 0.797 3.546 136.829 hxd jmedchem.2008.3720
TrainData_494 c1ccc2c(c1)cc[nH]2 0.79 0.797 3.546 136.829 cyc jpharmsci.1994.1085
TrainData_495 c1ccc2c(c1)ccc(=O)o2 0.34 0.465 4.406 152.358 hxd jmedchem.2008.3720
TrainData_495 c1ccc2c(c1)ccc(=O)o2 0.48 0.465 4.406 152.358 alk eurjmedchem.1974.473
TrainData_496 c1ccc2c(c1)ccc3c2cccc3 4.620 4.496 1.701 191.403 hxd canjchem.2001.1466
TrainData_496 c1ccc2c(c1)ccc3c2cccc3 4.690 4.496 1.701 191.403 chx canjchem.2001.1466
TrainData_496 c1ccc2c(c1)ccc3c2cccc3 4.74 4.496 1.701 191.403 hxd jpharmsci.1994.1085
TrainData_497 c1ccc2c(c1)cccc2N 1.15 1.099 4.081 161.468 alk jpharmsci.1994.1085
TrainData_497 c1ccc2c(c1)cccc2N 1.26 1.099 4.081 161.468 cyc jpharmsci.1994.1085
TrainData_498 c1ccc2c(c1)cccc2O 0.50 0.353 4.711 158.053 alk jpharmsci.1994.1085
TrainData_498 c1ccc2c(c1)cccc2O 0.58 0.353 4.711 158.053 cyc jpharmsci.1994.1085
TrainData_499 c1ccc2c(c1)cccn2 0.97 0.686 3.938 145.131 hxd jmedchem.2008.3720
TrainData_499 c1ccc2c(c1)cccn2 1.26 0.686 3.938 145.131 alk jpharmsci.1994.1085
TrainData_500 c1ccc2c(c1)cccn2=O -2.050 -2.572 7.528 154.902 alk jmedchem.2005.3269
TrainData_501 c1ccc2c(c1)ccnn2 -0.74 -0.703 5.186 140.967 hxd jmedchem.2008.3720
TrainData_502 c1ccc2c(c1)con2 0.75 0.750 3.303 128.331 hxd jmedchem.2008.3720
TrainData_503 c1ccc2c(c1)nccn2 0.47 0.495 3.986 140.905 hxd jmedchem.2008.3720
TrainData_504 c1ccc2c(c1)nco2 0.89 0.932 3.103 127.783 hxd jmedchem.2008.3720
TrainData_505 c1ccc2c(c1)ncs2 1.25 1.299 3.033 136.519 hxd jmedchem.2008.3720
TrainData_506 c1ccc2cc(ccc2c1)N 1.06 1.157 4.081 163.165 alk jpharmsci.1994.1085
TrainData_506 c1ccc2cc(ccc2c1)N 1.21 1.157 4.081 163.165 cyc jpharmsci.1994.1085
TrainData_507 c1ccc2cc(ccc2c1)O 0.25 0.375 4.711 158.712 alk jpharmsci.1994.1085
TrainData_507 c1ccc2cc(ccc2c1)O 0.29 0.375 4.711 158.712 cyc jpharmsci.1994.1085
TrainData_508 c1ccc2cc3ccccc3cc2c1 4.23 4.552 1.701 193.044 alk jpharmsci.1994.1085
TrainData_508 c1ccc2cc3ccccc3cc2c1 4.540 4.552 1.701 193.044 hxd canjchem.2001.1466
TrainData_508 c1ccc2cc3ccccc3cc2c1 4.590 4.552 1.701 193.044 chx canjchem.2001.1466
TrainData_509 c1ccc2ccccc2c1 3.39 3.307 1.491 150.239 alk perkin2.1992.723
TrainData_509 c1ccc2ccccc2c1 3.41 3.307 1.491 150.239 hxd jpharmsci.1994.1085
TrainData_510 c1ccc2cn(=O)ccc2c1 -2.510 -2.565 7.528 155.086 alk jmedchem.2005.3269
TrainData_511 c1ccc2cnccc2c1 0.98 0.697 3.938 145.443 hxd jmedchem.2008.3720
TrainData_512 c1ccccc1 2.15 2.051 1.281 107.101 hxd jpharmsci.1994.1085
TrainData_512 c1ccccc1 2.24 2.051 1.281 107.101 alk perkin2.1992.723
TrainData_512 c1ccccc1 2.35 2.051 1.281 107.101 cyc jpharmsci.1994.1085
TrainData_513 c1ccncc1 -0.31 -0.574 3.728 101.882 alk jpharmsci.1994.1085
TrainData_513 c1ccncc1 -0.31 -0.574 3.728 101.882 cyc jpharmsci.1994.1085
TrainData_513 c1ccncc1 -0.42 -0.574 3.728 101.882 hxd jpharmsci.1994.1085
TrainData_513 c1ccncc1 -0.48 -0.574 3.728 101.882 hxd jmedchem.2008.3720
TrainData_514 c1ccsc1 1.78 1.708 1.275 96.853 hxd jpharmsci.1994.1085
TrainData_515 c1cnc[nH]1 -3.70 -3.951 6.583 86.510 cyc jpharmsci.1994.1085
